,description,size,specificity,phi_UB,AUC_UB,sensitivity,tn,F1,sensitivity_UB,specificity_UB,ConfusionMatrix,phi,precision,AUC,pp,sensitivity_LB,tp,specificity_LB,AUC_LB,p,fp,recall,pn,phi_LB,n,fn,degree,mean_area,mean_compactness,mean_concave_points,mean_concavity,mean_fractal_dimension,mean_perimeter,mean_radius,mean_smoothness,mean_symmetry,mean_texture,specificity_CI_diff,sensitivity_CI_diff,phi_CI_diff,AUC_CI_diff,sensitivity_CI_diff_impact,specificity_CI_diff_impact,sort_on_sensitivity,sort_on_specificity,sort_on_balanced,sort_on_sensitivity_impact,sort_on_specificity_impact
385,mean_concave_points:q00-20  mean_concavity:q00-20  mean_texture:q00-20,24,1.0,0.0,,,24,,,1.0,True,0.0,,,0,,0,0.8575264022774187,,0,0,,24,0.0,24,0,3,,,q00-20,q00-20,,,,,,q00-20,-0.8383649390415431,,,,0,0,1436,1140,1130,,
386,mean_concave_points:q80-100  mean_fractal_dimension:q00-20  mean_perimeter:q80-100,20,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,20,0.8315665290169145,20,,,20,0,1.0,0,0.0,0,0,3,,,q80-100,,q00-20,q80-100,,,,,,-0.9564465677683354,,,0,0,1361,1647,1351,,
387,mean_concave_points:q80-100  mean_fractal_dimension:q40-60  mean_perimeter:q80-100,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,3,,,q80-100,,q40-60,q80-100,,,,,,-0.8663788973773175,,,0,0,1127,1416,1118,,
388,mean_concave_points:q00-20  mean_fractal_dimension:q60-80  mean_perimeter:q00-20,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,3,,,q00-20,,q60-80,q00-20,,,,,-1.0,,,,0,0,1570,1265,1260,,
389,mean_concave_points:q80-100  mean_fractal_dimension:q00-20  mean_radius:q80-100,20,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,20,0.8315665290169145,20,,,20,0,1.0,0,0.0,0,0,3,,,q80-100,,q00-20,,q80-100,,,,,-0.9564465677683354,,,0,0,1354,1646,1345,,
390,mean_concave_points:q80-100  mean_fractal_dimension:q40-60  mean_radius:q80-100,23,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,23,0.8518148710847749,23,,,23,0,1.0,0,0.0,0,0,3,,,q80-100,,q40-60,,q80-100,,,,,-0.8329858697959213,,,0,0,1203,1478,1175,,
391,mean_concave_points:q60-80  mean_fractal_dimension:q00-20  mean_radius:q80-100,20,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,20,0.8315665290169145,20,,,20,0,1.0,0,0.0,0,0,3,,,q60-80,,q00-20,,q80-100,,,,,-1.3516428095678,,,0,0,1352,1654,1360,,
392,mean_concave_points:q00-20  mean_fractal_dimension:q60-80  mean_radius:q00-20,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,3,,,q00-20,,q60-80,,q00-20,,,,-1.0,,,,0,0,1509,1201,1195,,
393,mean_concave_points:q80-100  mean_fractal_dimension:q80-100  mean_smoothness:q80-100,23,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,23,0.8518148710847749,23,,,23,0,1.0,0,0.0,0,0,3,,,q80-100,,q80-100,,,q80-100,,,,-1.1977624991606968,,,0,0,1178,1492,1184,,
394,mean_concave_points:q60-80  mean_fractal_dimension:q80-100  mean_smoothness:q80-100,20,0.8333333333333334,0.9294364270401189,1.0,0.8571428571428571,5,0.888888888888889,0.9822054845168084,0.9957892554855104,True,0.6633880657639324,0.9230769230769231,0.8452380952380952,13,0.5718708390903011,12,0.3587654210025136,0.6562338128402084,14,1,0.8571428571428571,7,0.18117239963692153,6,2,3,,,q60-80,,q80-100,,,q80-100,,,-0.6751821596736105,-0.9211750457741729,-0.5848797652334975,-0.8032710548264619,0,0,1147,1098,1446,,
395,mean_concave_points:q00-20  mean_fractal_dimension:q00-20  mean_smoothness:q00-20,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,3,,,q00-20,,q00-20,,,q00-20,,,-1.1222514825587986,,,,0,0,1491,1181,1173,,
396,mean_concave_points:q80-100  mean_fractal_dimension:q80-100  mean_symmetry:q80-100,23,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,23,0.8518148710847749,23,,,23,0,1.0,0,0.0,0,0,3,,,q80-100,,q80-100,,,,q80-100,,,-0.9555823627360589,,,0,0,1179,1478,1167,,
397,mean_concave_points:q60-80  mean_fractal_dimension:q80-100  mean_symmetry:q80-100,21,0.875,1.0,1.0,0.9230769230769231,7,0.9230769230769231,0.9980543715026514,0.9968402764687477,True,0.7980769230769231,0.9230769230769231,0.8990384615384616,13,0.6397025647321225,12,0.4734903291248362,0.7552040779235003,13,1,0.9230769230769231,8,0.5606193519582825,8,1,3,,,q60-80,,q80-100,,,,q80-100,,-0.823842920977123,-1.064681693083304,-1.1566464383562978,-1.1280311593067414,0,0,1134,1067,1451,,
398,mean_concave_points:q80-100  mean_perimeter:q80-100  mean_radius:q80-100,77,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,77,0.9532219318395959,77,,,77,0,1.0,0,0.0,0,0,3,,,q80-100,,,q80-100,q80-100,,,,,-1.0,,,0,0,672,968,655,,
399,mean_concave_points:q80-100  mean_perimeter:q60-80  mean_radius:q60-80,27,1.0,1.0,,1.0,1,1.0,1.0,1.0,True,1.0,1.0,1.0,26,0.8677253955022459,26,0.025000000000000022,,26,0,1.0,1,0.0,1,0,3,,,q80-100,,,q60-80,q60-80,,,,-1.0,-1.3077213850762854,-1.0,,0,0,889,879,1208,,
400,mean_concave_points:q60-80  mean_perimeter:q80-100  mean_radius:q80-100,30,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,30,0.8842966917779725,30,,,30,0,1.0,0,0.0,0,0,3,,,q60-80,,,q80-100,q80-100,,,,,-1.0,,,0,0,889,1182,867,,
401,mean_concave_points:q60-80  mean_perimeter:q60-80  mean_radius:q60-80,42,0.6153846153846154,0.7377842810408028,0.9047068687282713,0.896551724137931,8,0.8666666666666666,0.9781362631701468,0.8614206611098402,True,0.5382814881567385,0.8387096774193549,0.7559681697612732,31,0.7264848021076974,26,0.31577760291405943,0.6072294707942751,29,5,0.896551724137931,11,0.34589120708320187,13,3,3,,,q60-80,,,q60-80,q60-80,,,,-1.0,-1.00392721443333,-1.5859084304092386,-1.0220524889092408,0,0,506,418,762,,
402,mean_concave_points:q40-60  mean_perimeter:q20-40  mean_radius:q20-40,31,1.0,1.0,1.0,0.5,29,0.6666666666666666,0.987420882906321,1.0,True,0.695221787153807,1.0,0.75,1,0.01257911709367899,1,0.8805551309302788,0.2600090038649865,2,0,0.5,30,0.0,29,1,3,,,q40-60,,,q20-40,q20-40,,,,-0.9686754158899054,-1.0,-1.0,-1.0,0,0,558,672,921,,
403,mean_concave_points:q40-60  mean_perimeter:q40-60  mean_radius:q40-60,34,1.0,1.0,1.0,0.6666666666666666,31,0.8,0.9915962413403874,1.0,True,0.8036375634160796,1.0,0.8333333333333333,2,0.09429932405071303,2,0.88781125307763,0.5066726692433243,3,0,0.6666666666666666,32,0.0,31,1,3,,,q40-60,,,q40-60,q40-60,,,,-0.9705176647955979,-1.0,-1.0,-1.0,0,0,501,556,879,,
404,mean_concave_points:q40-60  mean_perimeter:q60-80  mean_radius:q60-80,28,0.9523809523809523,1.0,1.0,0.8571428571428571,20,0.8571428571428571,0.9963897031380992,0.9987951165516293,True,0.8095238095238095,0.8571428571428571,0.9047619047619048,7,0.42127680295680187,6,0.761840090063179,0.7571916589751044,7,1,0.8571428571428571,21,0.54721670974853,21,1,3,,,q40-60,,,q60-80,q60-80,,,,-1.2905655281866104,-1.0,-1.176281888330835,-0.9928369736322188,0,0,797,773,1156,,
405,mean_concave_points:q20-40  mean_perimeter:q20-40  mean_radius:q20-40,40,1.0,0.0,,,40,,,1.0,True,0.0,,,0,,0,0.9119026971211966,,0,0,,40,0.0,40,0,3,,,q20-40,,,q20-40,q20-40,,,,-0.9766909256280525,,,,0,0,952,637,629,,
406,mean_concave_points:q20-40  mean_perimeter:q40-60  mean_radius:q40-60,30,1.0,0.0,,0.0,29,,0.975,1.0,True,0.0,,,0,0.0,0,0.8805551309302788,,1,0,0.0,30,0.0,29,1,3,,,q20-40,,,q40-60,q40-60,,,,-1.0,-1.0,,,0,0,563,731,723,,
407,mean_concave_points:q20-40  mean_perimeter:q00-20  mean_radius:q00-20,29,1.0,0.0,,,29,,,1.0,True,0.0,,,0,,0,0.8805551309302788,,0,0,,29,0.0,29,0,3,,,q20-40,,,q00-20,q00-20,,,,-0.9686754158899054,,,,0,0,1154,844,828,,
408,mean_concave_points:q00-20  mean_perimeter:q20-40  mean_radius:q20-40,28,1.0,0.0,,,28,,,1.0,True,0.0,,,0,,0,0.8765638814997305,,0,0,,28,0.0,28,0,3,,,q00-20,,,q20-40,q20-40,,,,-1.0,,,,0,0,1206,906,878,,
409,mean_concave_points:q00-20  mean_perimeter:q00-20  mean_radius:q00-20,61,1.0,0.0,,,61,,,1.0,True,0.0,,,0,,0,0.9413187760677074,,0,0,,61,0.0,61,0,3,,,q00-20,,,q00-20,q00-20,,,,-1.0,,,,0,0,902,610,572,,
410,mean_concave_points:q80-100  mean_perimeter:q80-100  mean_smoothness:q80-100,29,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,29,0.8805551309302788,29,,,29,0,1.0,0,0.0,0,0,3,,,q80-100,,,q80-100,,q80-100,,,,-0.9686754158899054,,,0,0,960,1244,933,,
411,mean_concave_points:q80-100  mean_perimeter:q80-100  mean_smoothness:q60-80,27,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,27,0.8722971323845661,27,,,27,0,1.0,0,0.0,0,0,3,,,q80-100,,,q80-100,,q60-80,,,,-0.8526132788758434,,,0,0,1030,1314,1015,,
412,mean_concave_points:q00-20  mean_perimeter:q00-20  mean_smoothness:q00-20,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,3,,,q00-20,,,q00-20,,q00-20,,,-0.8568533483404496,,,,0,0,1454,1153,1147,,
413,mean_concave_points:q80-100  mean_perimeter:q80-100  mean_symmetry:q80-100,29,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,29,0.8805551309302788,29,,,29,0,1.0,0,0.0,0,0,3,,,q80-100,,,q80-100,,,q80-100,,,-0.8854529365580734,,,0,0,964,1248,950,,
414,mean_concave_points:q80-100  mean_perimeter:q80-100  mean_symmetry:q40-60,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,3,,,q80-100,,,q80-100,,,q40-60,,,-0.8963265451055127,,,0,0,1160,1463,1187,,
415,mean_concave_points:q80-100  mean_perimeter:q80-100  mean_texture:q60-80,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,3,,,q80-100,,,q80-100,,,,q60-80,,-0.7216630021459522,,,0,0,1157,1462,1184,,
416,mean_concave_points:q80-100  mean_perimeter:q80-100  mean_texture:q80-100,30,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,30,0.8842966917779725,30,,,30,0,1.0,0,0.0,0,0,3,,,q80-100,,,q80-100,,,,q80-100,,-0.7614069487948444,,,0,0,875,1191,911,,
417,mean_concave_points:q00-20  mean_perimeter:q00-20  mean_texture:q00-20,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,3,,,q00-20,,,q00-20,,,,q00-20,-0.7091516215427048,,,,0,0,1594,1308,1307,,
418,mean_concave_points:q80-100  mean_radius:q80-100  mean_smoothness:q80-100,26,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,26,0.8677253955022459,26,,,26,0,1.0,0,0.0,0,0,3,,,q80-100,,,,q80-100,q80-100,,,,-0.9654375312655138,,,0,0,1040,1365,1082,,
419,mean_concave_points:q80-100  mean_radius:q80-100  mean_smoothness:q60-80,27,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,27,0.8722971323845661,27,,,27,0,1.0,0,0.0,0,0,3,,,q80-100,,,,q80-100,q60-80,,,,-0.8526132788758434,,,0,0,944,1267,982,,
420,mean_concave_points:q00-20  mean_radius:q00-20  mean_smoothness:q00-20,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,3,,,q00-20,,,,q00-20,q00-20,,,-0.7995990753077644,,,,0,0,1469,1181,1178,,
421,mean_concave_points:q80-100  mean_radius:q80-100  mean_symmetry:q80-100,27,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,27,0.8722971323845661,27,,,27,0,1.0,0,0.0,0,0,3,,,q80-100,,,,q80-100,,q80-100,,,-0.8785139207697095,,,0,0,894,1217,929,,
422,mean_concave_points:q80-100  mean_radius:q80-100  mean_symmetry:q40-60,23,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,23,0.8518148710847749,23,,,23,0,1.0,0,0.0,0,0,3,,,q80-100,,,,q80-100,,q40-60,,,-0.8617792389173626,,,0,0,1113,1436,1146,,
423,mean_concave_points:q80-100  mean_radius:q80-100  mean_texture:q60-80,23,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,23,0.8518148710847749,23,,,23,0,1.0,0,0.0,0,0,3,,,q80-100,,,,q80-100,,,q60-80,,-0.6938477903395665,,,0,0,1062,1385,1093,,
424,mean_concave_points:q80-100  mean_radius:q80-100  mean_texture:q80-100,29,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,29,0.8805551309302788,29,,,29,0,1.0,0,0.0,0,0,3,,,q80-100,,,,q80-100,,,q80-100,,-0.7203644406341865,,,0,0,808,1122,828,,
425,mean_concave_points:q00-20  mean_radius:q00-20  mean_texture:q00-20,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,3,,,q00-20,,,,q00-20,,,q00-20,-0.7091516215427048,,,,0,0,1589,1299,1292,,
426,mean_concave_points:q80-100  mean_smoothness:q80-100  mean_symmetry:q80-100,28,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,28,0.8765638814997305,28,,,28,0,1.0,0,0.0,0,0,3,,,q80-100,,,,,q80-100,q80-100,,,-1.0180047679862707,,,0,0,828,1152,855,,
427,mean_concave_points:q00-20  mean_smoothness:q00-20  mean_symmetry:q00-20,25,1.0,0.0,,,25,,,1.0,True,0.0,,,0,,0,0.8628148284692875,,0,0,,25,0.0,25,0,3,,,q00-20,,,,,q00-20,q00-20,,-0.8958000440581818,,,,0,0,1303,1011,1003,,
428,mean_concave_points:q80-100  mean_symmetry:q80-100  mean_texture:q80-100,21,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,21,0.8389023847809204,21,,,21,0,1.0,0,0.0,0,0,3,,,q80-100,,,,,,q80-100,q80-100,,-0.7927048916383302,,,0,0,1178,1501,1201,,
429,mean_concavity:q80-100  mean_fractal_dimension:q40-60  mean_perimeter:q80-100,21,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,21,0.8389023847809204,21,,,21,0,1.0,0,0.0,0,0,3,,,,q80-100,q40-60,q80-100,,,,,,-0.8843929658972841,,,0,0,1190,1512,1210,,
430,mean_concavity:q60-80  mean_fractal_dimension:q00-20  mean_perimeter:q80-100,25,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,25,0.8628148284692875,25,,,25,0,1.0,0,0.0,0,0,3,,,,q60-80,q00-20,q80-100,,,,,,-1.2174866595755431,,,0,0,971,1292,988,,
431,mean_concavity:q80-100  mean_fractal_dimension:q40-60  mean_radius:q80-100,20,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,20,0.8315665290169145,20,,,20,0,1.0,0,0.0,0,0,3,,,,q80-100,q40-60,,q80-100,,,,,-0.8458746167909159,,,0,0,1249,1570,1264,,
432,mean_concavity:q60-80  mean_fractal_dimension:q00-20  mean_radius:q80-100,26,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,26,0.8677253955022459,26,,,26,0,1.0,0,0.0,0,0,3,,,,q60-80,q00-20,,q80-100,,,,,-1.2626846768085478,,,0,0,922,1243,935,,
433,mean_concavity:q80-100  mean_fractal_dimension:q80-100  mean_smoothness:q80-100,30,,0.0,,0.9666666666666667,0,0.983050847457627,0.9991564290733507,,True,0.0,1.0,,29,0.8278305443665871,29,,,30,0,0.9666666666666667,1,0.0,0,1,3,,,,q80-100,q80-100,,,q80-100,,,,-1.0310585567595032,,,0,0,771,1119,809,,
434,mean_concavity:q00-20  mean_fractal_dimension:q00-20  mean_smoothness:q00-20,21,1.0,0.0,,,21,,,1.0,True,0.0,,,0,,0,0.8389023847809204,,0,0,,21,0.0,21,0,3,,,,q00-20,q00-20,,,q00-20,,,-1.0754025200063142,,,,0,0,1556,1262,1248,,
435,mean_concavity:q80-100  mean_fractal_dimension:q80-100  mean_symmetry:q80-100,35,1.0,1.0,1.0,0.9655172413793104,6,0.9824561403508771,0.9991273531164029,1.0,True,0.909717652294684,1.0,0.9827586206896552,28,0.8223557045115856,28,0.5407418735600996,0.9489661381975854,29,0,0.9655172413793104,7,0.7093250905092913,6,1,3,,,,q80-100,q80-100,,,,q80-100,,-1.2601261985920051,-0.7961143647088552,-1.545776626009904,-4.456314107847214,0,0,628,679,960,,
436,mean_concavity:q80-100  mean_perimeter:q80-100  mean_radius:q80-100,65,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,65,0.9448283656811836,65,,,65,0,1.0,0,0.0,0,0,3,,,,q80-100,,q80-100,q80-100,,,,,-1.0,,,0,0,622,893,580,,
437,mean_concavity:q80-100  mean_perimeter:q60-80  mean_radius:q60-80,28,0.0,0.0,,1.0,0,0.9818181818181818,1.0,0.975,True,0.0,0.9642857142857143,,28,0.8722971323845661,27,0.0,,27,1,1.0,0,0.0,1,0,3,,,,q80-100,,q60-80,q60-80,,,,-1.0,-1.3545375466832117,,,0,0,870,672,852,,
438,mean_concavity:q60-80  mean_perimeter:q80-100  mean_radius:q80-100,39,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,39,0.9097488990396657,39,,,39,0,1.0,0,0.0,0,0,3,,,,q60-80,,q80-100,q80-100,,,,,-1.0,,,0,0,714,983,641,,
439,mean_concavity:q60-80  mean_perimeter:q60-80  mean_radius:q60-80,34,0.8181818181818182,0.8717610388824686,0.9988502032773078,0.9130434782608695,9,0.9130434782608695,0.989290033962079,0.9771688017000408,True,0.7312252964426877,0.9130434782608695,0.8656126482213438,23,0.7196206640905891,21,0.48224414763987544,0.7323750931653797,23,2,0.9130434782608695,11,0.5163276271038333,11,2,3,,,,q60-80,,q60-80,q60-80,,,,-1.0,-1.0415604796699631,-1.2571140974110442,-1.0478828560126912,0,0,670,593,979,,
440,mean_concavity:q20-40  mean_perimeter:q20-40  mean_radius:q20-40,36,1.0,0.0,,0.0,35,,0.975,1.0,True,0.0,,,0,0.0,0,0.8999675644278913,,1,0,0.0,36,0.0,35,1,3,,,,q20-40,,q20-40,q20-40,,,,-0.9485981908996677,-1.0,,,0,0,445,643,652,,
441,mean_concavity:q20-40  mean_perimeter:q40-60  mean_radius:q40-60,33,1.0,0.0,,0.0,32,,0.975,1.0,True,0.0,,,0,0.0,0,0.8911188393205571,,1,0,0.0,33,0.0,32,1,3,,,,q20-40,,q40-60,q40-60,,,,-0.9713600536088663,-1.0,,,0,0,473,679,630,,
442,mean_concavity:q20-40  mean_perimeter:q00-20  mean_radius:q00-20,26,1.0,0.0,,,26,,,1.0,True,0.0,,,0,,0,0.8677253955022459,,0,0,,26,0.0,26,0,3,,,,q20-40,,q00-20,q00-20,,,,-1.0,,,,0,0,1286,988,945,,
443,mean_concavity:q40-60  mean_perimeter:q20-40  mean_radius:q20-40,29,1.0,0.0,,,29,,,1.0,True,0.0,,,0,,0,0.8805551309302788,,0,0,,29,0.0,29,0,3,,,,q40-60,,q20-40,q20-40,,,,-1.0,,,,0,0,1139,838,769,,
444,mean_concavity:q40-60  mean_perimeter:q40-60  mean_radius:q40-60,26,1.0,1.0,0.8699954980675068,0.25,22,0.4,0.8058795503167566,1.0,True,0.4690415759823429,1.0,0.625,1,0.006309463209709889,1,0.8456274871844254,0.38000450193249324,4,0,0.25,25,0.0,22,3,3,,,,q40-60,,q40-60,q40-60,,,,-1.0,-1.0015742207600538,-1.0,-1.0,0,0,793,948,1114,,
445,mean_concavity:q40-60  mean_perimeter:q60-80  mean_radius:q60-80,31,0.8095238095238095,0.8134354580389044,0.961214206260899,0.8,17,0.7272727272727272,0.9747892736731665,0.9455364318215961,True,0.5849690635808873,0.6666666666666666,0.8047619047619048,12,0.4439045376923585,8,0.5809339588164454,0.6483096032629105,10,4,0.8,19,0.2906941804192243,21,2,3,,,,q40-60,,q60-80,q60-80,,,,-1.0,-1.0,-1.0500498487636645,-1.0,0,0,692,648,984,,
446,mean_concavity:q40-60  mean_perimeter:q00-20  mean_radius:q00-20,21,1.0,0.0,,,21,,,1.0,True,0.0,,,0,,0,0.8389023847809204,,0,0,,21,0.0,21,0,3,,,,q40-60,,q00-20,q00-20,,,,-1.0,,,,0,0,1521,1217,1149,,
447,mean_concavity:q00-20  mean_perimeter:q20-40  mean_radius:q20-40,31,1.0,0.0,,,31,,,1.0,True,0.0,,,0,,0,0.88781125307763,,0,0,,31,0.0,31,0,3,,,,q00-20,,q20-40,q20-40,,,,-0.9705176647955979,,,,0,0,1058,752,684,,
448,mean_concavity:q00-20  mean_perimeter:q40-60  mean_radius:q40-60,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,3,,,,q00-20,,q40-60,q40-60,,,,-0.8886632019432408,,,,0,0,1488,1180,1112,,
449,mean_concavity:q00-20  mean_perimeter:q00-20  mean_radius:q00-20,51,1.0,0.0,,,51,,,1.0,True,0.0,,,0,,0,0.9302229692504608,,0,0,,51,0.0,51,0,3,,,,q00-20,,q00-20,q00-20,,,,-1.0,,,,0,0,920,610,542,,
450,mean_concavity:q80-100  mean_perimeter:q80-100  mean_smoothness:q80-100,29,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,29,0.8805551309302788,29,,,29,0,1.0,0,0.0,0,0,3,,,,q80-100,,q80-100,,q80-100,,,,-0.9686754158899054,,,0,0,928,1192,813,,
451,mean_concavity:q80-100  mean_perimeter:q80-100  mean_smoothness:q60-80,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,3,,,,q80-100,,q80-100,,q60-80,,,,-0.7642199145658677,,,0,0,1122,1386,1005,,
452,mean_concavity:q80-100  mean_perimeter:q80-100  mean_symmetry:q80-100,26,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,26,0.8677253955022459,26,,,26,0,1.0,0,0.0,0,0,3,,,,q80-100,,q80-100,,,q80-100,,,-0.8049129771792952,,,0,0,1030,1294,911,,
453,mean_concavity:q80-100  mean_perimeter:q80-100  mean_texture:q80-100,31,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,31,0.88781125307763,31,,,31,0,1.0,0,0.0,0,0,3,,,,q80-100,,q80-100,,,,q80-100,,-0.7852597100470606,,,0,0,840,1104,719,,
454,mean_concavity:q80-100  mean_radius:q80-100  mean_smoothness:q80-100,26,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,26,0.8677253955022459,26,,,26,0,1.0,0,0.0,0,0,3,,,,q80-100,,,q80-100,q80-100,,,,-0.9654375312655138,,,0,0,1023,1287,900,,
455,mean_concavity:q80-100  mean_radius:q80-100  mean_smoothness:q60-80,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,3,,,,q80-100,,,q80-100,q60-80,,,,-0.7642199145658677,,,0,0,1101,1365,987,,
456,mean_concavity:q80-100  mean_radius:q80-100  mean_symmetry:q80-100,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,3,,,,q80-100,,,q80-100,,q80-100,,,-0.7874353474306118,,,0,0,1110,1374,984,,
457,mean_concavity:q80-100  mean_radius:q80-100  mean_texture:q80-100,30,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,30,0.8842966917779725,30,,,30,0,1.0,0,0.0,0,0,3,,,,q80-100,,,q80-100,,,q80-100,,-0.7436592575980677,,,0,0,894,1158,765,,
458,mean_concavity:q80-100  mean_smoothness:q80-100  mean_symmetry:q80-100,35,,0.0,,0.9714285714285714,0,0.9855072463768115,0.9992768956236334,,True,0.0,1.0,,34,0.8508279203435682,34,,,35,0,0.9714285714285714,1,0.0,0,1,3,,,,q80-100,,,,q80-100,q80-100,,,-0.8416053567424208,,,0,0,703,1058,663,,
459,mean_concavity:q00-20  mean_smoothness:q00-20  mean_symmetry:q00-20,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,3,,,,q00-20,,,,q00-20,q00-20,,-0.7960645354536401,,,,0,0,1453,1141,1064,,
460,mean_concavity:q80-100  mean_symmetry:q80-100  mean_texture:q80-100,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,3,,,,q80-100,,,,,q80-100,q80-100,,-0.8963265451055127,,,0,0,1099,1364,966,,
461,mean_fractal_dimension:q80-100  mean_perimeter:q60-80  mean_radius:q60-80,20,0.5,1.0,1.0,1.0,2,0.9411764705882353,1.0,0.932414013511457,True,0.6666666666666666,0.8888888888888888,0.75,18,0.7940927857921769,16,0.06758598648854298,0.4671035664809571,16,2,1.0,2,0.0,4,0,3,,,,,q80-100,q60-80,q60-80,,,,-1.0,-1.0,-1.0,-1.0,0,0,1318,1084,1473,,
462,mean_fractal_dimension:q80-100  mean_perimeter:q00-20  mean_radius:q00-20,41,1.0,0.0,,0.0,40,,0.975,1.0,True,0.0,,,0,0.0,0,0.9119026971211966,,1,0,0.0,41,0.0,40,1,3,,,,,q80-100,q00-20,q00-20,,,,-1.0,-1.0,,,0,0,446,589,531,,
463,mean_fractal_dimension:q00-20  mean_perimeter:q80-100  mean_radius:q80-100,41,0.0,0.0,,1.0,0,0.9876543209876543,1.0,0.975,True,0.0,0.975609756097561,,41,0.9119026971211966,40,0.0,,40,1,1.0,0,0.0,1,0,3,,,,,q00-20,q80-100,q80-100,,,,-1.0,-1.0,,,0,0,680,433,542,,
464,mean_fractal_dimension:q00-20  mean_perimeter:q40-60  mean_radius:q40-60,24,1.0,1.0,1.0,0.5,22,0.6666666666666666,0.987420882906321,1.0,True,0.6915640748081247,1.0,0.75,1,0.01257911709367899,1,0.8456274871844254,0.2600090038649865,2,0,0.5,23,0.0,22,1,3,,,,,q00-20,q40-60,q40-60,,,,-0.9229207656468693,-1.0,-1.0,-1.0,0,0,875,1011,1237,,
